epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_e_mae,training_e_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_e_mae,validation_e_rmse
        14,  735.866,    0.005,          0.03644,           0.7799,          0.81634,       0.0352,       0.0634,        0.316,         1.22,         0.030871,           6.1097,           6.1406,       0.0277,       0.0529,        0.742,         3.46
        15,  787.493,    0.005,         0.039844,          0.77558,          0.81543,       0.0342,       0.0653,        0.287,         1.21,         0.023248,           6.1349,           6.1581,       0.0274,       0.0487,        0.658,         3.46
        16,  839.160,    0.005,         0.039538,          0.77565,          0.81519,       0.0348,       0.0655,        0.284,         1.21,         0.018011,           6.1188,           6.1369,       0.0253,       0.0445,        0.705,         3.46
        17,  890.849,    0.005,         0.033521,          0.78023,          0.81375,       0.0334,       0.0612,        0.282,         1.21,         0.045478,           6.1232,           6.1687,       0.0271,       0.0594,        0.693,         3.46
        18,  942.453,    0.005,         0.036299,          0.77362,          0.80992,       0.0314,       0.0639,        0.244,         1.21,         0.019756,           6.1152,            6.135,       0.0253,       0.0453,         0.72,         3.46
        19,  994.012,    0.005,         0.041593,          0.77194,          0.81353,       0.0355,       0.0662,        0.289,         1.21,         0.039504,           6.1255,            6.165,       0.0262,       0.0557,        0.686,         3.46
        20, 1045.589,    0.005,         0.034599,          0.77175,          0.80635,       0.0312,       0.0613,        0.266,         1.21,         0.019662,           6.1222,           6.1418,       0.0253,       0.0448,          0.7,         3.46
        21, 1097.204,    0.005,         0.034749,          0.77496,          0.80971,       0.0332,       0.0632,        0.285,         1.21,         0.016179,            6.116,           6.1321,       0.0244,       0.0428,        0.707,         3.46
        22, 1148.837,    0.005,         0.066413,          0.78131,          0.84772,       0.0422,       0.0858,         0.31,         1.22,          0.14812,           6.1228,           6.2709,        0.035,       0.0991,        0.715,         3.46
        23, 1200.264,    0.005,         0.059191,          0.77056,          0.82975,       0.0369,       0.0791,        0.277,         1.21,         0.049364,           6.1441,           6.1935,       0.0285,       0.0617,         0.64,         3.47
        24, 1251.736,    0.005,         0.029287,          0.77491,           0.8042,        0.029,       0.0561,        0.278,         1.22,         0.017278,           6.1381,           6.1554,       0.0238,       0.0422,        0.655,         3.46
        25, 1303.097,    0.005,         0.028804,          0.77321,          0.80201,       0.0293,       0.0557,        0.254,         1.21,         0.013168,           6.1456,           6.1588,       0.0222,       0.0384,        0.631,         3.47
        26, 1354.340,    0.005,          0.07021,          0.76774,          0.83795,       0.0437,       0.0871,        0.266,         1.21,          0.10739,           6.1585,           6.2659,       0.0308,       0.0846,        0.607,         3.47
        27, 1405.764,    0.005,         0.043468,          0.76277,          0.80624,        0.034,       0.0687,         0.26,          1.2,         0.018491,           6.1538,           6.1723,       0.0256,       0.0444,        0.604,         3.47
        28, 1457.128,    0.005,         0.023951,           0.7737,          0.79765,       0.0269,       0.0498,        0.256,         1.21,         0.013673,           6.1283,            6.142,       0.0216,       0.0375,        0.678,         3.46
        29, 1508.522,    0.005,         0.045786,          0.77317,          0.81895,       0.0334,       0.0702,        0.278,         1.21,         0.019481,           6.1251,           6.1446,       0.0232,       0.0423,         0.68,         3.46
        30, 1559.966,    0.005,         0.023778,           0.7632,          0.78698,       0.0265,       0.0496,         0.25,          1.2,         0.011741,           6.1542,           6.1659,       0.0206,       0.0356,        0.599,         3.47
        31, 1611.491,    0.005,         0.020035,          0.76683,          0.78686,       0.0247,       0.0466,        0.262,          1.2,         0.018311,           6.1528,           6.1711,       0.0204,       0.0395,        0.606,         3.47
        32, 1662.974,    0.005,         0.024292,          0.76437,          0.78866,       0.0274,       0.0524,         0.24,          1.2,         0.010348,           6.1265,           6.1368,       0.0205,       0.0345,        0.675,         3.46
        33, 1714.573,    0.005,         0.018302,          0.76957,          0.78787,       0.0241,       0.0462,        0.245,          1.2,         0.010875,           6.1133,           6.1242,       0.0198,        0.034,        0.722,         3.46
        34, 1766.108,    0.005,         0.023942,          0.76427,          0.78822,       0.0273,        0.051,        0.273,          1.2,         0.010041,           6.1353,           6.1453,         0.02,       0.0338,        0.648,         3.46
        35, 1817.695,    0.005,         0.039739,          0.76477,          0.80451,       0.0323,       0.0674,        0.254,         1.21,         0.021037,           6.1155,           6.1366,       0.0204,       0.0415,        0.717,         3.46
        36, 1869.164,    0.005,         0.025945,          0.77946,          0.80541,       0.0274,       0.0532,        0.303,         1.23,         0.021557,           6.1351,           6.1566,        0.021,        0.042,        0.656,         3.46
        37, 1920.765,    0.005,         0.051154,           0.7746,          0.82576,       0.0354,       0.0741,         0.28,         1.21,         0.017938,           6.1371,            6.155,       0.0223,       0.0409,        0.646,         3.46
        38, 1972.308,    0.005,         0.024567,          0.76171,          0.78627,       0.0269,       0.0514,        0.238,         1.19,         0.021677,            6.152,           6.1737,       0.0205,       0.0417,        0.609,         3.47
        39, 2023.890,    0.005,         0.022023,           0.7654,          0.78742,       0.0255,       0.0487,        0.247,          1.2,         0.010047,           6.1547,           6.1647,       0.0198,       0.0335,        0.595,         3.47
        40, 2075.493,    0.005,         0.017738,           0.7649,          0.78264,       0.0231,       0.0436,        0.242,          1.2,         0.010002,           6.1486,           6.1586,       0.0188,       0.0325,        0.608,         3.47
        41, 2127.045,    0.005,         0.015299,          0.76211,          0.77741,       0.0216,       0.0421,        0.194,         1.19,         0.015874,           6.1439,           6.1598,       0.0189,       0.0366,        0.633,         3.46
        42, 2178.529,    0.005,         0.019489,          0.77007,          0.78956,       0.0248,       0.0472,        0.279,         1.21,           0.0127,           6.1188,           6.1315,       0.0183,       0.0339,        0.704,         3.46
        43, 2229.951,    0.005,         0.027809,          0.76672,          0.79452,       0.0292,       0.0554,        0.251,          1.2,         0.024297,           6.1231,           6.1474,       0.0199,        0.043,        0.701,         3.46
        44, 2281.434,    0.005,         0.029163,           0.7642,          0.79336,       0.0264,       0.0559,        0.224,         1.19,         0.011395,           6.1222,           6.1335,       0.0204,       0.0358,         0.69,         3.46
        45, 2332.970,    0.005,         0.047266,          0.76927,          0.81654,       0.0356,        0.073,        0.273,         1.21,         0.093142,           6.1285,           6.2216,       0.0252,       0.0768,        0.694,         3.46
        46, 2384.484,    0.005,         0.036303,          0.76282,          0.79912,       0.0289,       0.0624,         0.24,         1.19,         0.029446,           6.1277,           6.1572,       0.0241,       0.0488,        0.695,         3.46
        47, 2435.925,    0.005,         0.023136,          0.77178,          0.79492,       0.0269,       0.0502,        0.268,         1.21,         0.014531,           6.1254,             6.14,       0.0206,       0.0372,        0.686,         3.46
        48, 2487.422,    0.005,         0.014077,          0.76278,          0.77686,        0.021,         0.04,        0.225,         1.19,        0.0098381,           6.1257,           6.1355,       0.0178,       0.0317,         0.68,         3.46
        49, 2538.962,    0.005,         0.023496,          0.76245,          0.78595,       0.0272,       0.0522,        0.251,         1.19,         0.039581,           6.1403,           6.1799,       0.0217,       0.0524,        0.636,         3.46
        50, 2590.559,    0.005,         0.051481,           0.7667,          0.81818,       0.0281,       0.0764,        0.248,         1.21,         0.055364,           6.1079,           6.1633,       0.0251,       0.0619,        0.737,         3.46
        51, 2642.100,    0.005,         0.033622,          0.75872,          0.79234,       0.0294,       0.0603,        0.269,          1.2,         0.019051,           6.1223,           6.1414,       0.0212,       0.0406,        0.684,         3.46
        52, 2693.689,    0.005,         0.017517,          0.76574,          0.78325,       0.0227,       0.0432,        0.245,          1.2,         0.026242,            6.132,           6.1582,       0.0188,       0.0433,        0.659,         3.46
        53, 2745.208,    0.005,          0.02028,          0.76111,          0.78139,       0.0241,       0.0467,        0.246,          1.2,         0.017051,           6.1422,           6.1593,       0.0187,       0.0373,        0.629,         3.46
        54, 2796.797,    0.005,         0.015141,          0.76389,          0.77903,       0.0214,        0.041,        0.241,         1.19,         0.022408,           6.1329,           6.1553,       0.0184,       0.0407,        0.652,         3.46
        55, 2848.360,    0.005,         0.013129,          0.75901,          0.77214,         0.02,       0.0385,        0.213,         1.19,         0.017283,           6.1377,            6.155,       0.0178,       0.0368,         0.64,         3.46
        56, 2899.870,    0.005,          0.01627,          0.75273,            0.769,       0.0223,       0.0417,        0.236,         1.19,         0.017697,           6.1577,           6.1754,       0.0179,       0.0374,        0.583,         3.47
        57, 2951.492,    0.005,          0.01498,          0.76172,          0.77669,       0.0215,       0.0416,        0.235,         1.19,         0.015352,           6.1367,           6.1521,       0.0175,       0.0352,        0.639,         3.46
        58, 3003.057,    0.005,         0.019386,          0.76311,           0.7825,       0.0226,       0.0463,         0.23,         1.19,         0.038101,           6.1111,           6.1492,       0.0185,       0.0499,         0.74,         3.46
        59, 3054.424,    0.005,         0.022967,          0.75977,          0.78273,       0.0251,       0.0506,        0.241,         1.19,         0.011414,           6.1331,           6.1445,        0.018,       0.0326,        0.659,         3.46
        60, 3106.002,    0.005,         0.016661,          0.75784,           0.7745,       0.0218,       0.0423,        0.224,         1.19,         0.023113,           6.1276,           6.1507,       0.0184,       0.0409,        0.679,         3.46
        61, 3157.563,    0.005,         0.027117,          0.76096,          0.78808,       0.0252,       0.0555,        0.232,         1.19,         0.024861,           6.1344,           6.1593,       0.0182,        0.042,        0.659,         3.46
        62, 3209.047,    0.005,         0.015397,          0.75922,          0.77462,       0.0216,       0.0405,        0.235,         1.19,          0.01822,           6.1312,           6.1494,       0.0176,        0.037,        0.673,         3.46
        63, 3260.657,    0.005,          0.01636,          0.75798,          0.77434,       0.0214,         0.04,        0.229,         1.19,         0.025619,           6.1162,           6.1418,       0.0179,       0.0422,        0.726,         3.46
        64, 3312.297,    0.005,         0.016817,          0.75937,          0.77619,       0.0237,       0.0441,        0.246,         1.19,         0.014663,           6.1275,           6.1421,       0.0184,       0.0351,         0.69,         3.46
        65, 3363.753,    0.005,         0.012662,          0.75184,           0.7645,       0.0191,       0.0373,        0.199,         1.18,         0.016384,           6.1241,           6.1405,       0.0179,       0.0361,        0.698,         3.46
        66, 3415.324,    0.005,         0.021862,           0.7523,          0.77417,       0.0241,       0.0486,        0.253,         1.19,         0.027432,           6.1494,           6.1768,       0.0184,       0.0438,         0.62,         3.47
        67, 3466.949,    0.005,         0.050189,          0.76281,          0.81299,       0.0296,       0.0725,        0.257,          1.2,         0.052307,           6.1514,           6.2037,       0.0198,       0.0576,        0.617,         3.47
        68, 3518.427,    0.005,         0.015812,          0.76115,          0.77696,       0.0217,       0.0423,        0.231,         1.19,         0.023013,           6.1425,           6.1655,       0.0178,       0.0408,        0.638,         3.46
