epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, e_mae, e_rmse
    1,   143,          0.22584,          0.17994,         0.045896,          0.11208,          0.14204,          0.32935,          0.33468
    1,   144,          0.43135,          0.12971,          0.30164,         0.086586,           0.1206,          0.95979,           1.3982
    1,   145,           0.0663,          0.01459,          0.05171,          0.01908,         0.040446,          0.27094,          0.30457
    1,   146,          0.22308,          0.18899,         0.034088,          0.10219,          0.14557,          0.37067,          0.43508
    1,   147,          0.13485,         0.081838,          0.05301,         0.049218,         0.095791,          0.44312,          0.54943
    1,   148,           0.1399,          0.10626,         0.033639,         0.068765,          0.10915,          0.18751,          0.24565
    1,   149,          0.15494,         0.077088,         0.077855,         0.052676,         0.092969,          0.32148,          0.43101
    1,   150,          0.38833,          0.21214,          0.17619,         0.093254,          0.15423,          0.52857,          0.73858
    1,   151,           0.8523,          0.29342,          0.55889,         0.094935,          0.18138,          0.85808,           1.2054
    1,   152,          0.20712,          0.10037,          0.10675,         0.082172,          0.10609,          0.61908,           0.7554
    1,   153,          0.31108,          0.19856,          0.11252,          0.10942,          0.14921,          0.70095,          0.78424
    1,   154,         0.083535,         0.068763,         0.014772,         0.041913,         0.087806,          0.21191,           0.3214
    1,   155,         0.098452,         0.061205,         0.037246,         0.055431,          0.08284,          0.39134,          0.40767
    1,   156,         0.077404,         0.026232,         0.051172,         0.028289,         0.054233,          0.25937,          0.31731
    1,   157,          0.12471,         0.068837,         0.055873,         0.051492,         0.087853,          0.42366,           0.6018
    1,   158,          0.35036,          0.24569,          0.10468,          0.10886,          0.16597,          0.33839,          0.46627
    1,   159,         0.069408,         0.018628,          0.05078,         0.032842,         0.045701,          0.22442,          0.30491
    1,   160,         0.034356,         0.013837,         0.020518,         0.025022,         0.039389,          0.24485,          0.29164
    1,   161,            0.224,          0.18701,         0.036994,         0.060472,           0.1448,          0.32655,          0.35241
    1,   162,          0.21199,          0.13478,         0.077211,         0.076063,          0.12293,          0.49025,          0.60426
    1,   163,          0.04398,       0.00085672,         0.043124,         0.007669,        0.0098009,          0.41524,          0.43626
    1,   164,          0.15272,         0.098736,         0.053985,         0.060742,          0.10522,          0.62224,          0.62241
    1,   165,         0.069434,         0.051881,         0.017553,          0.04728,         0.076269,          0.28059,          0.35454
    1,   166,          0.53844,          0.44974,         0.088703,          0.10602,          0.22456,          0.50449,          0.70143
    1,   167,         0.046477,         0.041515,        0.0049615,          0.04974,         0.068226,          0.15996,          0.18869
    1,   168,         0.041451,        0.0057712,          0.03568,         0.013404,         0.025438,          0.41219,          0.43589
    1,   169,          0.29797,          0.16754,          0.13043,           0.1041,          0.13706,          0.43302,          0.52749
    1,   170,         0.081581,         0.069652,         0.011929,         0.067625,         0.088372,          0.22172,          0.26851
    1,   171,         0.066817,          0.05367,         0.013148,         0.049375,         0.077573,          0.16799,          0.20094
    1,   172,          0.10573,         0.030389,         0.075345,         0.033697,         0.058372,           0.3544,          0.42043
    1,   173,         0.067349,          0.04811,         0.019239,         0.041374,         0.073445,          0.19118,           0.2103
    1,   174,          0.11079,         0.093425,         0.017368,         0.060429,          0.10235,          0.17527,          0.18531
    1,   175,         0.057334,         0.050644,        0.0066899,         0.050263,         0.075355,          0.15569,           0.2191
    1,   176,          0.18057,          0.17105,        0.0095287,         0.097461,          0.13848,          0.17729,          0.22724
    1,   177,          0.10615,         0.087242,         0.018909,         0.081214,         0.098903,          0.24423,          0.36782
    1,   178,          0.16176,          0.14533,         0.016426,           0.0975,          0.12765,          0.14872,          0.17168
    1,   179,          0.23855,          0.15291,          0.08564,         0.079447,          0.13094,          0.46806,          0.75866
    1,   180,          0.20938,          0.19286,         0.016513,         0.081861,          0.14705,           0.1534,          0.17212
    1,   181,          0.11701,         0.098235,         0.018777,         0.081599,          0.10495,          0.24489,          0.35706
    1,   182,           0.1195,         0.050627,         0.068872,         0.051902,         0.075342,          0.43134,          0.65418
    1,   183,         0.023985,         0.017915,        0.0060697,          0.02934,         0.044818,           0.1734,           0.2087
    1,   184,          0.64572,          0.63333,         0.012387,          0.12273,          0.26648,          0.11437,          0.14919
    1,   185,          0.25353,          0.16917,          0.08436,         0.092576,          0.13772,          0.55208,          0.72859
    1,   186,          0.18512,          0.14141,         0.043707,         0.086074,          0.12592,          0.38859,          0.46982
    1,   187,           0.4053,          0.39312,         0.012179,          0.11122,          0.20995,          0.23484,          0.29216
    1,   188,         0.088773,         0.067154,         0.021619,         0.051082,         0.086772,          0.21619,          0.23165
    1,   189,          0.18183,           0.1809,        0.0009332,          0.11704,          0.14242,         0.047383,         0.058462
    1,   190,          0.06123,         0.043898,         0.017332,         0.049011,         0.070156,          0.27222,          0.32016
    1,   191,         0.063838,         0.047751,         0.016087,         0.046608,         0.073171,          0.18674,           0.2044
    1,   192,          0.12631,          0.11166,         0.014648,         0.072298,          0.11189,          0.19972,          0.27533
    1,   193,           0.2107,          0.11042,          0.10028,         0.060253,          0.11127,          0.50516,          0.54309
    1,   194,         0.050855,         0.029573,         0.021282,         0.033929,         0.057583,          0.24932,           0.3107
    1,   195,           0.1197,          0.11777,        0.0019289,         0.080972,          0.11491,         0.087092,         0.087685
    1,   196,         0.078195,         0.060576,          0.01762,         0.056785,         0.082413,          0.25671,          0.30755
    1,   197,          0.13445,          0.12044,         0.014014,         0.073673,           0.1162,          0.13524,          0.16424
    1,   198,          0.16814,         0.089362,         0.078774,         0.050523,           0.1001,          0.55286,          0.68375
    1,   199,          0.48644,          0.20097,          0.28547,          0.09385,          0.15011,          0.51739,           0.7491
    1,   200,          0.12116,         0.094105,         0.027052,         0.060597,          0.10272,          0.41308,          0.44059
    1,   201,          0.34486,          0.14169,          0.20317,         0.088464,          0.12604,          0.40772,          0.60729
    1,   202,          0.13016,          0.10739,         0.022773,         0.070233,          0.10973,          0.20871,          0.23225
    1,   203,         0.039134,         0.011923,         0.027211,         0.017865,         0.036563,          0.32788,          0.40356
    1,   204,         0.069457,         0.033778,         0.035679,         0.034679,         0.061541,          0.31887,          0.35606
    1,   205,          0.18185,          0.15963,         0.022215,         0.090687,          0.13378,          0.22175,          0.23109
    1,   206,          0.11408,         0.090659,          0.02342,         0.059304,          0.10082,          0.23264,          0.27508
    1,   207,          0.17974,          0.16897,         0.010765,         0.090758,          0.13764,          0.15781,          0.21787
    1,   208,          0.07007,          0.06253,        0.0075399,         0.055836,         0.083732,          0.14904,          0.18508
    1,   209,          0.23655,          0.22557,         0.010983,         0.098473,          0.15903,          0.12716,          0.14037
    1,   210,         0.069075,         0.049217,         0.019858,         0.045861,         0.074285,          0.22377,           0.2708
    1,   211,          0.13521,          0.12917,        0.0060381,         0.087785,          0.12035,           0.1552,          0.20129
    1,   212,          0.15782,          0.13938,         0.018438,         0.080272,          0.12501,          0.32205,          0.34486
    1,   213,          0.20576,          0.12926,         0.076501,         0.082226,          0.12039,          0.54354,          0.73768
    1,   214,         0.054156,         0.048185,         0.005971,          0.04329,         0.073503,          0.16937,          0.20297
    1,   215,          0.18635,           0.1452,         0.041151,          0.10681,          0.12759,          0.27181,          0.34874
    1,   216,         0.039451,         0.034492,         0.004959,         0.045159,         0.062187,          0.12642,          0.14737
    1,   217,           0.1117,         0.083764,         0.027933,         0.067617,         0.096911,          0.22128,          0.24426
    1,   218,         0.043323,          0.03339,        0.0099326,         0.032096,         0.061187,          0.15841,          0.16786
    1,   219,         0.056583,         0.043113,          0.01347,         0.042306,         0.069526,          0.23254,          0.25692
    1,   220,         0.076697,         0.060111,         0.016586,         0.039188,         0.082096,          0.19906,          0.26559
    1,   221,           6.0289,            5.744,          0.28491,          0.25098,          0.80251,          0.63298,          0.74293
    1,   222,         0.079527,         0.062949,         0.016578,         0.052007,         0.084012,          0.24935,          0.28043
    1,   223,          0.14794,          0.12498,         0.022963,         0.071771,          0.11838,          0.22718,          0.23838
    1,   224,          0.32878,          0.12219,          0.20659,         0.078196,          0.11705,          0.73056,           1.1792
    1,   225,          0.13949,           0.1019,         0.037594,         0.065958,          0.10689,          0.45013,           0.4616
    1,   226,           82.969,        0.0081903,           82.961,         0.015136,         0.030304,           6.8603,           12.243
    1,   227,          0.83854,          0.60051,          0.23802,          0.15948,          0.25948,           1.2894,           1.3069
    1,   228,          0.92473,          0.41637,          0.50836,          0.16179,          0.21606,           1.4138,           1.4831
    1,   229,           1.3644,          0.48647,          0.87792,         0.096531,          0.23355,           1.5626,           1.6467
    1,   230,          0.85095,          0.11518,          0.73576,         0.076344,          0.11364,           1.7291,           1.8426
    1,   231,          0.84851,        0.0016796,          0.84683,         0.010854,         0.013723,           1.2325,           1.2325
    2,     1,          0.46299,          0.22716,          0.23583,          0.12665,          0.15959,          0.92245,          0.96722
    2,     2,          0.39945,          0.18544,            0.214,          0.11085,           0.1442,           1.1886,           1.2392
    2,     3,          0.37581,          0.17157,          0.20423,         0.092241,           0.1387,          0.76239,          0.84125
    2,     4,          0.34861,          0.17449,          0.17412,         0.093968,          0.13987,            1.005,           1.1178
    2,     5,           1.6209,           1.5172,          0.10379,          0.26532,          0.41244,          0.43463,          0.56429
    2,     6,          0.16196,         0.071454,         0.090506,         0.063144,         0.089507,          0.61898,          0.68134
    2,     7,          0.26225,          0.16202,          0.10023,         0.061346,          0.13478,          0.64682,          0.83414
    2,     8,          0.67641,          0.59492,         0.081488,          0.19297,          0.25827,          0.54954,          0.71388
    2,     9,          0.33339,          0.26428,         0.069104,          0.11911,          0.17214,           0.4241,          0.48846
    2,    10,           0.3307,          0.31115,         0.019548,          0.11908,          0.18678,          0.25944,          0.29444
    2,    11,          0.70235,          0.49619,          0.20617,          0.16597,          0.23587,          0.37374,          0.60815
    2,    12,         0.079333,         0.048243,          0.03109,         0.039974,         0.073547,          0.25124,          0.35869
    2,    13,           1.0611,           1.0093,         0.051833,          0.19484,           0.3364,          0.39664,          0.45349
    2,    14,         0.030209,         0.011409,           0.0188,         0.020461,         0.035765,          0.29475,          0.36534
    2,    15,          0.19668,          0.16625,         0.030433,           0.1028,          0.13653,          0.29236,          0.39282
    2,    16,          0.10877,         0.095359,          0.01341,         0.071531,           0.1034,           0.2174,          0.22207
    2,    17,          0.39896,          0.26702,          0.13195,          0.12599,          0.17303,          0.69974,          0.96095
    2,    18,        0.0095333,        0.0027985,        0.0067348,         0.010288,         0.017714,          0.15752,          0.18333
    2,    19,          0.08215,         0.059559,         0.022591,          0.04799,         0.081718,          0.30766,          0.38333
    2,    20,          0.47986,          0.11973,          0.36013,         0.092027,          0.11586,          0.70326,          0.86687
    2,    21,          0.82557,          0.79551,         0.030064,          0.18364,          0.29865,          0.29971,          0.38428
    2,    22,           0.3451,          0.27226,         0.072842,          0.10982,          0.17472,          0.54615,          0.68239
    2,    23,          0.09191,         0.061507,         0.030403,         0.049099,         0.083044,          0.25784,          0.26649
    2,    24,         0.074637,         0.069479,        0.0051582,          0.05574,         0.088262,          0.13745,          0.18594
    2,    25,           85.714,          0.11731,           85.596,         0.060285,          0.11469,           6.6947,           12.408
    2,    26,          0.20773,         0.016268,          0.19147,         0.025159,         0.042708,          0.84555,           0.8538
    2,    27,          0.16986,         0.031478,          0.13839,         0.038734,         0.059409,          0.87111,          0.99651
    2,    28,          0.31763,         0.015244,          0.30239,         0.029566,         0.041343,          0.90917,          0.98981
    2,    29,          0.46796,        0.0011994,          0.46677,        0.0067085,         0.011597,           1.1527,           1.2579
    2,    30,           0.4805,         0.045878,          0.43462,         0.042127,         0.071721,           1.1031,           1.2479
    2,    31,          0.61331,         0.030543,          0.58277,         0.036145,         0.058519,           1.2175,           1.2393
    2,    32,          0.58874,          0.30845,          0.28029,          0.12988,          0.18597,           1.2936,           1.4182
    2,    33,           2.7079,           2.4848,          0.22308,          0.22231,          0.52782,          0.93738,           1.1561
    2,    34,          0.52221,          0.34886,          0.17335,          0.15271,          0.19778,          0.63085,          0.64994
    2,    35,          0.39347,          0.15757,          0.23589,          0.07825,          0.13292,          0.54839,          0.66984
    2,    36,          0.34756,           0.1504,          0.19716,         0.082878,          0.12986,          0.84498,          0.95336
    2,    37,           0.5685,           0.3857,          0.18281,          0.13296,          0.20796,          0.65547,          0.66987
    2,    38,           0.2727,           0.2032,         0.069498,          0.10682,          0.15094,          0.43459,           0.4691
    2,    39,          0.40556,          0.28756,            0.118,         0.093824,          0.17956,          0.57936,          0.66183
    2,    40,          0.12834,        0.0004233,          0.12792,        0.0053843,        0.0068892,          0.59984,          0.63652
    2,    41,         0.066723,         0.026878,         0.039845,         0.024566,         0.054897,          0.27575,          0.30013
    2,    42,          0.39083,          0.35245,         0.038378,          0.11783,          0.19879,          0.32157,          0.39822
