epoch, wall, LR,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_e_mae,validation_e_rmse
         0,    0.680,     0.01,           1.6989,          0.86311,           4.2882,        0.558,         1.08,        0.717,        0.816
