epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, e_mae, e_rmse
   72,     4,          0.13516,         0.077273,         0.019295,          0.13979,          0.23082,         0.016029,          0.01708
   73,     1,          0.15742,         0.042099,         0.038441,          0.11128,          0.17037,         0.031918,         0.032515
   73,     2,          0.25022,         0.093581,         0.052212,           0.1574,          0.25401,         0.043354,         0.060263
   73,     3,          0.15802,         0.049966,         0.036018,          0.11964,           0.1856,         0.029905,         0.030252
   73,     4,          0.29054,          0.12749,         0.054352,          0.20231,          0.29647,         0.045132,         0.054923
   74,     1,          0.20523,         0.066837,         0.046131,           0.1395,          0.21466,         0.038305,         0.044127
   74,     2,          0.24783,          0.10523,         0.047531,          0.17641,          0.26936,         0.039465,         0.052507
   74,     3,          0.27482,         0.081426,         0.064465,          0.14707,          0.23694,         0.053526,         0.060975
   74,     4,          0.37609,          0.14133,         0.078255,          0.18662,          0.31215,          0.06498,         0.072926
   75,     1,          0.31949,          0.10103,         0.072819,          0.16192,          0.26393,         0.060465,         0.064592
   75,     2,          0.30664,          0.11343,         0.064404,          0.17929,          0.27965,         0.053476,         0.064747
   75,     3,          0.13868,         0.075943,         0.020912,          0.14886,          0.22882,         0.017363,         0.020974
   75,     4,           0.3478,         0.054193,          0.09787,          0.13012,           0.1933,         0.081264,         0.081827
   76,     1,          0.31329,           0.0775,         0.078598,          0.14901,          0.23115,         0.065262,         0.068089
   76,     2,          0.17646,         0.086077,         0.030128,          0.15015,          0.24361,         0.025015,         0.027531
   76,     3,          0.25841,         0.050681,         0.069244,          0.12402,          0.18693,         0.057493,         0.057514
   76,     4,          0.23794,         0.067036,         0.056969,          0.13454,          0.21498,         0.047306,         0.051405
   77,     1,          0.28015,         0.090326,         0.063274,           0.1606,          0.24955,         0.052544,         0.078963
   77,     2,          0.38388,          0.11846,         0.088474,          0.18147,          0.28578,         0.073463,         0.087312
   77,     3,          0.52694,         0.046544,          0.16013,          0.11684,          0.17914,          0.13297,          0.13316
   77,     4,          0.50257,         0.040667,          0.15397,           0.1066,          0.16745,          0.12785,          0.12807
   78,     1,           0.4632,         0.074887,          0.12944,          0.14217,          0.22722,          0.10747,          0.10998
   78,     2,          0.20597,         0.088942,         0.039009,          0.15758,          0.24763,         0.032393,         0.053484
   78,     3,          0.33978,         0.062206,         0.092525,          0.13821,          0.20709,         0.076826,          0.07788
   78,     4,          0.36996,         0.061152,          0.10294,          0.13862,          0.20533,         0.085472,         0.087535
   79,     1,          0.14507,         0.047032,         0.032681,          0.11849,          0.18007,         0.027138,         0.027473
   79,     2,          0.35826,         0.086614,         0.090549,          0.15713,          0.24437,         0.075188,         0.081344
   79,     3,          0.38294,         0.097946,         0.094997,          0.16277,          0.25986,         0.078878,         0.079969
   79,     4,          0.24745,         0.040104,         0.069115,          0.10521,          0.16628,         0.057392,         0.057423
   80,     1,         0.072497,         0.041415,         0.010361,          0.11144,          0.16898,         0.008604,         0.011426
   80,     2,          0.44505,          0.09464,           0.1168,          0.16281,          0.25544,         0.096983,          0.11186
   80,     3,          0.49649,          0.10537,          0.13037,          0.17244,          0.26954,          0.10825,          0.13239
   80,     4,          0.15387,          0.04227,         0.037201,          0.11145,          0.17071,         0.030891,         0.031512
   81,     1,          0.25071,         0.061103,         0.063202,          0.12864,          0.20525,         0.052479,         0.053745
   81,     2,          0.34547,          0.09314,          0.08411,          0.16448,          0.25341,         0.069841,         0.073753
   81,     3,          0.31306,         0.078278,         0.078262,          0.14598,          0.23231,         0.064987,         0.068775
   81,     4,          0.14615,         0.044776,         0.033791,          0.11755,           0.1757,         0.028053,         0.028055
   82,     1,          0.21383,         0.040948,         0.057629,          0.11223,          0.16802,          0.04785,         0.049217
   82,     2,          0.39007,         0.079387,          0.10356,          0.14947,          0.23395,         0.085991,         0.088462
   82,     3,          0.28641,         0.091723,         0.064896,          0.16147,          0.25147,         0.053885,         0.057597
   82,     4,          0.10627,         0.069744,         0.012177,          0.13968,          0.21928,         0.010113,         0.010346
   83,     1,          0.34903,         0.065778,         0.094418,          0.13497,          0.21296,         0.078398,         0.078458
   83,     2,          0.79401,         0.076116,           0.2393,          0.14137,          0.22908,           0.1987,          0.22055
   83,     3,          0.73925,         0.082312,          0.21898,          0.15407,          0.23822,          0.18183,          0.21004
   83,     4,          0.37139,         0.043473,          0.10931,          0.10645,          0.17313,         0.090755,         0.090758
   84,     1,          0.67113,          0.11682,          0.18477,          0.17742,           0.2838,          0.15342,          0.19613
   84,     2,          0.37129,         0.051164,          0.10671,          0.11934,          0.18782,         0.088604,         0.089189
   84,     3,          0.58807,         0.049333,          0.17958,          0.11818,          0.18442,          0.14911,           0.1492
   84,     4,          0.58539,         0.065922,          0.17316,          0.14282,          0.21319,          0.14378,          0.14476
   85,     1,          0.47867,         0.047572,           0.1437,          0.11806,           0.1811,          0.11932,          0.12051
   85,     2,           0.2537,         0.097362,         0.052113,          0.17257,          0.25909,         0.043268,         0.053017
   85,     3,          0.18181,          0.09036,         0.030483,          0.15822,           0.2496,         0.025312,         0.031272
   85,     4,            0.278,         0.041837,          0.07872,          0.11018,          0.16984,         0.065365,         0.065412
   86,     1,          0.30651,           0.0768,         0.076569,          0.14988,          0.23011,         0.063572,         0.066915
   86,     2,          0.26059,         0.055036,          0.06852,          0.12603,          0.19479,         0.056894,         0.059064
   86,     3,          0.26537,         0.075572,         0.063267,          0.14887,          0.22826,         0.052534,         0.086946
   86,     4,          0.32834,         0.059674,         0.089554,          0.13242,          0.20284,         0.074352,          0.07477
   87,     1,           0.3639,         0.047096,           0.1056,          0.11782,          0.18019,         0.087687,         0.089031
   87,     2,          0.53324,          0.11536,          0.13929,          0.18772,          0.28202,          0.11566,          0.12975
   87,     3,          0.16445,         0.072722,         0.030575,          0.14584,          0.22391,         0.025389,         0.028493
   87,     4,          0.38333,          0.04587,          0.11249,          0.12142,          0.17783,         0.093403,         0.093449
   88,     1,          0.60585,         0.084642,          0.17374,          0.15225,          0.24157,          0.14426,          0.15259
   88,     2,          0.58621,         0.084243,          0.16732,          0.15833,            0.241,          0.13894,          0.14735
   88,     3,          0.30477,         0.047443,         0.085777,          0.11601,          0.18086,         0.071224,         0.072085
   88,     4,          0.11656,         0.039267,         0.025764,          0.10223,          0.16454,         0.021393,         0.021918
   89,     1,          0.31808,         0.054232,         0.087948,          0.12292,          0.19337,         0.073029,         0.073675
   89,     2,          0.38403,          0.12932,         0.084904,          0.19646,          0.29859,         0.070501,         0.091843
   89,     3,          0.50681,          0.07976,          0.14235,          0.14685,           0.2345,           0.1182,          0.12109
   89,     4,          0.53858,         0.061935,          0.15888,          0.13149,          0.20664,          0.13192,          0.13204
   90,     1,          0.32866,         0.092887,          0.07859,          0.15891,          0.25306,         0.065256,         0.070492
   90,     2,          0.27159,          0.10417,         0.055809,          0.17203,          0.26799,         0.046339,          0.06058
   90,     3,          0.31095,          0.11388,         0.065689,           0.1837,          0.28021,         0.054543,         0.070924
   90,     4,          0.35172,         0.050716,          0.10033,          0.12571,          0.18699,         0.083309,         0.083369
   91,     1,          0.35195,         0.082383,         0.089855,          0.14803,          0.23833,         0.074614,         0.076595
   91,     2,          0.30107,         0.059641,         0.080475,          0.13463,          0.20278,         0.066816,         0.071139
   91,     3,          0.15641,          0.09901,         0.019135,          0.16627,          0.26127,         0.015884,         0.018575
   91,     4,          0.32338,          0.11577,         0.069206,          0.18632,          0.28251,         0.057465,          0.06176
   92,     1,           0.3304,           0.0956,         0.078266,          0.17103,          0.25673,         0.064987,         0.070486
   92,     2,          0.32162,         0.097667,          0.07465,          0.16743,          0.25949,         0.061987,         0.067976
   92,     3,          0.13849,         0.068338,         0.023384,          0.14114,          0.21706,         0.019417,         0.020329
   92,     4,          0.18957,         0.057711,         0.043953,          0.12631,          0.19947,         0.036495,         0.036507
   93,     1,          0.22587,          0.07674,         0.049709,          0.14472,          0.23002,         0.041275,         0.046455
   93,     2,          0.80041,          0.12642,          0.22466,          0.19346,          0.29523,          0.18654,          0.24762
   93,     3,          0.13701,         0.061514,         0.025166,          0.13381,          0.20594,         0.020895,         0.022158
   93,     4,         0.093347,         0.045786,         0.015854,          0.11485,          0.17767,         0.013161,         0.013162
   94,     1,          0.16236,         0.047951,         0.038136,          0.11804,          0.18182,         0.031666,         0.036461
   94,     2,          0.37013,          0.10331,          0.08894,          0.17626,          0.26688,         0.073847,         0.096446
   94,     3,          0.41144,          0.13519,         0.092083,          0.18855,           0.3053,          0.07646,         0.098579
   94,     4,          0.10932,         0.069605,         0.013237,          0.14558,          0.21906,          0.01099,         0.011895
   95,     1,          0.21101,          0.09174,         0.039757,          0.16215,           0.2515,         0.033014,         0.047473
   95,     2,          0.13382,         0.080578,         0.017746,          0.15011,           0.2357,         0.014729,         0.018894
   95,     3,          0.24198,         0.095552,         0.048809,          0.17148,          0.25667,         0.040527,          0.05136
   95,     4,         0.058218,         0.038717,        0.0065002,          0.11196,          0.16338,        0.0053978,        0.0074841
   96,     1,          0.34959,         0.074859,         0.091576,          0.15077,          0.22718,         0.076038,          0.09223
   96,     2,          0.26981,         0.093404,         0.058804,          0.15953,          0.25377,         0.048824,         0.064303
   96,     3,           0.2644,          0.13824,         0.042053,          0.17519,          0.30873,         0.034922,         0.041057
   96,     4,          0.27321,          0.13295,         0.046753,          0.17805,          0.30276,         0.038822,         0.050433
   97,     1,          0.30784,          0.11834,         0.063168,          0.15599,          0.28564,          0.05245,         0.066919
   97,     2,          0.45377,           0.1352,          0.10619,          0.19675,          0.30531,         0.088171,         0.091732
   97,     3,          0.18671,         0.080241,         0.035488,          0.15153,          0.23521,         0.029463,         0.033641
   97,     4,          0.15049,         0.046344,         0.034714,          0.12132,          0.17875,          0.02882,         0.033423
   98,     1,          0.24286,         0.074292,          0.05619,          0.14158,          0.22632,         0.046658,          0.06095
   98,     2,          0.17169,         0.070748,         0.033646,          0.14457,          0.22086,         0.027935,         0.031044
   98,     3,          0.25762,         0.099965,         0.052551,          0.17519,          0.26253,         0.043636,         0.051954
   98,     4,          0.41973,          0.10925,          0.10349,          0.16528,          0.27445,         0.085934,         0.092503
   99,     1,          0.35817,          0.10216,         0.085339,          0.16512,          0.26539,         0.070862,          0.07961
   99,     2,         0.086335,         0.056637,        0.0098991,          0.12676,          0.19761,        0.0082188,        0.0091843
   99,     3,          0.24898,          0.10591,         0.047691,          0.17679,          0.27022,         0.039602,          0.04115
   99,     4,          0.39253,         0.061707,          0.11028,          0.13732,          0.20626,         0.091564,         0.091857
  100,     1,          0.35953,         0.086488,         0.091015,          0.16127,          0.24419,         0.075573,         0.075771
  100,     2,          0.31781,         0.069481,         0.082775,          0.14418,          0.21887,         0.068729,         0.068894
  100,     3,          0.17927,         0.069623,         0.036549,          0.13855,          0.21909,          0.03035,         0.038378
  100,     4,          0.38687,         0.098021,         0.096283,          0.16297,          0.25996,         0.079948,         0.083847
  101,     1,           0.3254,         0.090659,         0.078247,          0.16866,          0.25001,         0.064968,         0.065523
  101,     2,            0.363,         0.052819,          0.10339,          0.12495,          0.19083,         0.085854,         0.086616
  101,     3,          0.27006,         0.040069,         0.076664,          0.11227,          0.16621,         0.063658,         0.064667
  101,     4,          0.48975,          0.10147,          0.12943,          0.17704,           0.2645,          0.10746,            0.149
  102,     1,          0.45527,          0.08718,           0.1227,          0.15802,          0.24517,          0.10188,          0.13012
  102,     2,          0.22012,         0.038335,         0.060596,          0.10581,          0.16257,         0.050312,         0.051824
  102,     3,          0.21544,         0.059385,         0.052017,          0.12822,          0.20234,         0.043192,         0.048194
  102,     4,          0.24779,           0.1071,         0.046898,          0.18658,          0.27174,         0.038948,         0.053618
  103,     1,          0.35909,         0.081914,         0.092392,          0.14862,          0.23765,         0.076719,         0.081128
  103,     2,          0.35465,         0.040421,          0.10474,          0.10892,          0.16694,         0.086967,         0.087792
  103,     3,          0.49567,         0.085791,          0.13663,          0.15937,          0.24321,          0.11345,          0.13361
  103,     4,          0.25481,         0.045089,         0.069908,          0.11239,          0.17631,         0.058048,         0.058243
  104,     1,          0.10271,         0.049266,         0.017815,          0.12181,           0.1843,          0.01479,         0.017952
  104,     2,          0.40486,         0.088135,          0.10558,          0.16249,           0.2465,         0.087658,          0.10727
  104,     3,          0.46691,         0.086859,          0.12668,          0.14823,          0.24471,          0.10519,          0.11116
  104,     4,          0.49793,          0.04964,          0.14943,          0.12141,            0.185,          0.12408,          0.12521
  105,     1,          0.50336,         0.045867,           0.1525,          0.11027,          0.17783,          0.12662,          0.12717
  105,     2,           0.3771,         0.077231,         0.099957,          0.14672,          0.23075,         0.082996,         0.086765
  105,     3,          0.31156,         0.067932,         0.081211,          0.14037,          0.21641,         0.067432,         0.071437
  105,     4,          0.30705,          0.13608,         0.056992,          0.19782,           0.3063,         0.047321,         0.047374
  106,     1,          0.28918,          0.11237,         0.058937,          0.17974,          0.27833,         0.048937,         0.053887
  106,     2,          0.27485,         0.077024,         0.065941,          0.14646,          0.23044,         0.054754,         0.062358
  106,     3,          0.26003,         0.041231,         0.072933,          0.11404,           0.1686,          0.06056,         0.060987
  106,     4,          0.39085,          0.11924,         0.090538,           0.1905,          0.28672,         0.075176,         0.095054
  107,     1,         0.071056,         0.046817,        0.0080795,          0.11725,          0.17966,         0.006712,        0.0086323
  107,     2,          0.25498,         0.078744,         0.058746,          0.14898,            0.233,         0.048777,         0.063613
  107,     3,          0.31415,         0.095786,         0.072788,          0.16783,          0.25698,         0.060438,         0.064685
  107,     4,           0.1358,         0.086156,         0.016548,            0.155,          0.24372,         0.013741,         0.014412
  108,     1,          0.32254,         0.095309,         0.075745,          0.16604,          0.25634,         0.062897,         0.086182
  108,     2,          0.36699,         0.095559,         0.090477,          0.16582,          0.25668,         0.075123,         0.097948
  108,     3,          0.13999,         0.054198,         0.028599,          0.12674,           0.1933,         0.023746,         0.032787
  108,     4,          0.10866,         0.053893,         0.018257,          0.12191,          0.19276,         0.015163,         0.015266
  109,     1,          0.14782,         0.052495,         0.031776,          0.12391,          0.19024,         0.026382,         0.030113
  109,     2,          0.27041,         0.078588,         0.063942,          0.14774,          0.23277,         0.053097,         0.062651
  109,     3,          0.27005,         0.099245,         0.056934,          0.17286,          0.26158,         0.047272,         0.049021
  109,     4,          0.21112,          0.10028,         0.036949,          0.16057,          0.26294,         0.030685,         0.031362
  110,     1,          0.16946,         0.081509,         0.029316,          0.14828,          0.23706,         0.024342,         0.027666
  110,     2,          0.18313,         0.084516,         0.032871,          0.15138,          0.24139,         0.027292,         0.031584
  110,     3,          0.20793,          0.10107,         0.035622,          0.17228,          0.26397,         0.029575,         0.032148
  110,     4,          0.25048,         0.033458,         0.072342,         0.099423,          0.15188,         0.060066,         0.060829
  111,     1,          0.28272,         0.077918,         0.068268,          0.14946,          0.23178,         0.056684,         0.061526
  111,     2,          0.16774,         0.081314,         0.028809,          0.15166,          0.23677,          0.02392,         0.027006
  111,     3,          0.16686,          0.10098,         0.021961,          0.16457,          0.26386,          0.01823,         0.028583
  111,     4,          0.27016,         0.079049,         0.063705,          0.14663,          0.23345,         0.052891,         0.054179
  112,     1,          0.41551,         0.098999,           0.1055,          0.15435,          0.26126,         0.087606,         0.094282
  112,     2,             0.35,         0.087166,         0.087612,          0.14981,          0.24515,         0.072746,         0.074781
  112,     3,          0.39148,           0.1155,         0.091995,          0.17371,          0.28219,         0.076385,         0.084829
  112,     4,          0.34362,          0.13224,         0.070457,          0.20398,          0.30195,         0.058502,         0.064148
  113,     1,          0.34672,         0.071275,         0.091816,          0.14806,          0.22168,         0.076237,         0.077089
  113,     2,          0.46636,         0.072538,          0.13128,          0.14513,          0.22363,            0.109,          0.11127
  113,     3,          0.37715,         0.045733,          0.11047,          0.12113,          0.17757,          0.09173,         0.092519
  113,     4,          0.35179,          0.03667,          0.10504,          0.10411,            0.159,         0.087212,          0.08778
  114,     1,          0.28091,         0.065444,         0.071823,          0.13159,          0.21241,         0.059633,         0.063682
  114,     2,          0.12315,         0.062145,         0.020336,          0.13548,          0.20699,         0.016884,          0.01956
  114,     3,          0.18742,         0.068953,          0.03949,          0.13636,          0.21804,         0.032787,         0.038164
  114,     4,          0.23822,          0.15093,         0.029099,          0.19964,          0.32258,         0.024158,          0.02843
  115,     1,          0.25093,          0.11741,         0.044506,          0.18322,          0.28451,         0.036955,         0.042842
  115,     2,          0.20187,         0.072951,         0.042973,          0.14293,          0.22427,         0.035681,         0.039696
  115,     3,         0.099304,         0.045734,         0.017857,          0.11575,          0.17757,         0.014828,         0.017868
  115,     4,          0.16318,         0.040504,         0.040894,          0.11398,          0.16711,         0.033951,         0.036833
  116,     1,          0.15368,         0.077153,         0.025509,          0.14373,          0.23064,         0.021185,         0.027726
  116,     2,          0.11626,         0.076471,         0.013264,          0.14912,          0.22961,         0.011015,         0.012251
  116,     3,          0.13721,         0.047853,         0.029785,          0.11567,          0.18164,         0.024733,         0.029416
  116,     4,          0.13605,         0.051543,         0.028168,          0.12837,          0.18851,         0.023384,          0.02401
  117,     1,         0.069418,         0.047331,        0.0073624,          0.11545,          0.18064,        0.0061092,        0.0072583
  117,     2,          0.14585,         0.080317,         0.021843,          0.15476,          0.23532,         0.018139,         0.021059
  117,     3,           0.1315,         0.038692,         0.030937,          0.10795,          0.16333,         0.025684,         0.027664
  117,     4,          0.24031,         0.094215,         0.048698,          0.16044,          0.25487,          0.04044,         0.040599
  118,     1,         0.071432,         0.036551,         0.011627,           0.1008,          0.15874,        0.0096512,         0.010428
  118,     2,          0.20454,         0.076244,         0.042767,          0.14582,          0.22927,         0.035509,         0.045813
  118,     3,          0.20435,         0.066079,         0.046089,          0.13738,          0.21344,         0.038273,          0.05463
  118,     4,          0.10337,         0.052714,         0.016884,          0.12379,          0.19064,         0.014019,         0.014199
  119,     1,          0.13368,         0.042493,         0.030396,          0.11322,          0.17116,          0.02524,         0.025623
  119,     2,          0.13605,         0.043914,         0.030712,          0.11637,            0.174,         0.025499,         0.028214
  119,     3,          0.24075,          0.10967,         0.043694,          0.18102,          0.27497,         0.036278,         0.046844
  119,     4,         0.070773,         0.046077,        0.0082321,          0.11877,          0.17823,        0.0068359,        0.0083086
  120,     1,          0.10943,         0.066637,         0.014263,          0.13052,          0.21434,         0.011837,         0.020224
  120,     2,          0.18122,         0.040227,         0.046997,          0.11186,          0.16654,         0.039022,         0.041805
  120,     3,          0.15939,         0.041749,         0.039215,          0.11628,          0.16966,         0.032562,         0.033386
  120,     4,          0.24854,         0.096769,         0.050591,          0.17618,           0.2583,         0.042007,          0.05494
  121,     1,           0.2299,         0.094979,         0.044975,          0.16106,           0.2559,         0.037342,         0.038124
  121,     2,          0.21527,         0.039704,         0.058521,          0.11114,          0.16545,         0.048594,         0.048899
  121,     3,          0.19069,         0.041159,         0.049843,          0.11336,          0.16845,         0.041386,         0.041513
  121,     4,          0.22078,         0.065439,         0.051781,          0.14266,          0.21241,         0.042999,         0.043026
  122,     1,          0.11655,         0.034596,         0.027317,          0.10384,          0.15444,         0.022684,         0.023315
  122,     2,          0.25718,         0.068662,          0.06284,          0.14193,          0.21757,         0.052176,         0.052987
  122,     3,          0.26946,         0.080438,         0.063007,          0.14732,           0.2355,         0.052319,         0.061452
  122,     4,          0.18681,         0.064863,         0.040649,          0.13716,          0.21147,         0.033752,         0.035307
  123,     1,         0.093981,         0.050836,         0.014381,          0.12451,          0.18721,         0.011942,         0.012571
  123,     2,          0.23869,          0.11585,         0.040947,          0.18634,          0.28262,         0.033998,         0.040083
  123,     3,          0.11459,          0.04089,         0.024567,          0.11633,           0.1679,         0.020399,         0.022948
  123,     4,         0.095475,         0.051667,         0.014603,          0.13051,          0.18874,         0.012123,         0.012792
  124,     1,          0.25618,         0.065464,         0.063572,          0.13686,          0.21245,         0.052786,         0.089868
  124,     2,          0.31884,         0.086661,         0.077393,          0.16053,          0.24444,         0.064257,         0.093623
  124,     3,         0.072652,         0.037484,         0.011723,          0.10909,          0.16076,        0.0097313,          0.01369
  124,     4,         0.069029,         0.040098,        0.0096436,          0.11441,          0.16627,        0.0080109,        0.0080656
  125,     1,         0.095791,         0.044224,         0.017189,          0.11564,          0.17462,         0.014275,         0.016718
  125,     2,          0.18887,         0.062688,         0.042061,          0.13259,          0.20789,         0.034925,         0.046279
  125,     3,          0.10648,         0.055977,         0.016834,          0.13245,          0.19645,         0.013979,          0.01828
  125,     4,          0.17245,         0.093532,         0.026306,          0.15783,          0.25394,         0.021843,         0.022899
  126,     1,          0.14359,         0.080959,         0.020878,           0.1549,          0.23626,         0.017336,         0.018525
  126,     2,         0.069485,         0.048531,        0.0069847,          0.12202,          0.18292,        0.0057983,        0.0079104
  126,     3,          0.12126,         0.052541,         0.022907,          0.12877,          0.19033,          0.01902,         0.022389
  126,     4,          0.17254,         0.093688,         0.026283,          0.15668,          0.25415,         0.021828,         0.021916
  127,     1,          0.16793,         0.064311,         0.034538,          0.13319,          0.21057,         0.028677,         0.032744
  127,     2,          0.13636,         0.065268,         0.023697,          0.14022,          0.21213,         0.019678,         0.022106
  127,     3,          0.23273,         0.070294,         0.054146,          0.14708,          0.22015,         0.044962,         0.068284
  127,     4,         0.058935,         0.034445,        0.0081635,          0.10526,           0.1541,        0.0067787,        0.0070859
  128,     1,          0.22837,         0.093168,         0.045067,           0.1643,          0.25344,          0.03742,         0.050747
  128,     2,          0.13308,          0.04573,         0.029118,          0.11934,          0.17756,         0.024179,         0.027598
  128,     3,         0.094575,         0.034631,         0.019981,          0.10114,          0.15452,         0.016592,         0.019658
  128,     4,          0.12695,         0.043245,         0.027901,          0.11271,          0.17267,         0.023167,         0.024221
  129,     1,          0.30214,         0.074024,         0.076038,          0.13806,          0.22591,         0.063139,          0.10309
  129,     2,         0.072673,         0.041511,         0.010387,          0.11286,          0.16917,         0.008625,         0.010228
  129,     3,          0.29481,         0.066024,         0.076263,          0.13489,          0.21335,         0.063324,          0.11253
  129,     4,         0.088313,         0.037135,         0.017059,          0.10657,          0.16001,          0.01416,         0.016825
  130,     1,         0.085063,          0.04034,         0.014908,          0.10832,          0.16677,         0.012381,          0.01788
  130,     2,          0.27248,         0.069211,         0.067757,          0.13158,          0.21844,         0.056263,         0.096015
  130,     3,          0.11473,          0.03487,         0.026619,         0.098682,          0.15505,         0.022104,         0.022655
  130,     4,          0.31119,          0.10451,         0.068893,          0.18165,          0.26844,         0.057201,         0.064311
  131,     1,          0.12474,         0.063368,         0.020458,          0.12716,          0.20902,         0.016989,          0.01714
  131,     2,         0.082481,         0.044361,         0.012707,          0.11802,          0.17488,          0.01055,         0.012557
  131,     3,          0.06805,         0.045128,        0.0076408,          0.11751,          0.17639,        0.0063419,        0.0068844
  131,     4,          0.68283,         0.089383,          0.19781,          0.16185,          0.24824,          0.16425,            0.226
  132,     1,          0.71845,         0.093241,           0.2084,          0.16905,          0.25354,          0.17304,          0.23038
  132,     2,         0.078692,         0.046259,         0.010811,          0.12359,          0.17859,         0.008976,         0.010728
  132,     3,           0.1126,         0.050012,         0.020863,           0.1272,          0.18569,         0.017321,         0.019851
  132,     4,           0.1066,         0.047506,         0.019699,          0.12842,          0.18098,         0.016361,         0.016362
  133,     1,          0.17061,          0.06437,         0.035412,          0.13078,          0.21067,         0.029402,         0.040358
  133,     2,          0.11805,         0.037336,         0.026905,          0.10555,          0.16044,         0.022339,         0.023778
  133,     3,          0.14679,         0.064941,         0.027283,          0.13626,           0.2116,          0.02265,         0.030976
  133,     4,          0.10626,         0.031254,         0.025002,         0.095263,          0.14679,         0.020756,         0.021749
  134,     1,         0.072874,         0.038988,         0.011295,          0.10694,          0.16395,        0.0093765,          0.00946
  134,     2,          0.36783,         0.097409,         0.090141,          0.16672,          0.25915,         0.074848,           0.0986
  134,     3,          0.22282,         0.037824,         0.061665,           0.1032,          0.16149,         0.051201,         0.051259
  134,     4,          0.23817,         0.031858,         0.068771,         0.097765,          0.14821,          0.05711,         0.057183
  135,     1,          0.24164,         0.036128,         0.068504,          0.10471,          0.15782,         0.056881,         0.057357
  135,     2,          0.20334,         0.063629,          0.04657,          0.13429,          0.20945,         0.038668,         0.041444
  135,     3,          0.10627,           0.0671,         0.013058,          0.13564,          0.21509,         0.010843,         0.013081
  135,     4,          0.11427,         0.036705,         0.025856,          0.10985,          0.15908,         0.021469,          0.02151
  136,     1,           0.2078,         0.059832,         0.049324,          0.12386,           0.2031,         0.040953,         0.070794
  136,     2,          0.31305,         0.074814,         0.079411,          0.15329,          0.22711,         0.065941,          0.10749
  136,     3,          0.14674,         0.043147,         0.034531,          0.11617,          0.17247,         0.028673,         0.032409
  136,     4,          0.10104,         0.035325,         0.021904,          0.10584,          0.15606,         0.018185,         0.018338
  137,     1,          0.10368,         0.042411,         0.020424,          0.11756,            0.171,         0.016958,         0.017857
  137,     2,          0.25442,         0.069075,         0.061783,          0.14046,          0.21823,         0.051302,         0.063697
  137,     3,          0.21604,         0.058158,         0.052628,          0.12705,          0.20024,         0.043697,          0.05066
  137,     4,         0.057644,         0.035625,        0.0073395,          0.10841,          0.15672,        0.0060959,        0.0061523
  138,     1,         0.059779,          0.03617,        0.0078697,          0.10506,          0.15792,        0.0065327,        0.0066785
  138,     2,            0.211,         0.069009,         0.047329,          0.13826,          0.21812,         0.039299,         0.058316
  138,     3,         0.093776,         0.041248,         0.017509,          0.11227,          0.16864,         0.014542,         0.015704
  138,     4,          0.33992,         0.097194,          0.08091,            0.173,          0.25886,         0.067181,         0.092507
  139,     1,         0.060971,         0.031285,        0.0098953,         0.094461,          0.14686,        0.0082169,        0.0095249
  139,     2,          0.14091,         0.064516,         0.025463,          0.13226,           0.2109,         0.021145,         0.024579
  139,     3,          0.11005,         0.049531,         0.020172,          0.11996,          0.18479,         0.016747,         0.019772
  139,     4,          0.31639,          0.11152,         0.068291,          0.18625,          0.27728,         0.056705,         0.069073
  140,     1,          0.22014,         0.070295,          0.04995,           0.1447,          0.22015,         0.041477,         0.043834
  140,     2,          0.24221,         0.032074,         0.070045,          0.10106,          0.14871,         0.058161,         0.059114
  140,     3,          0.20447,         0.033053,          0.05714,         0.099261,          0.15096,         0.047445,         0.047557
  140,     4,          0.25361,         0.099592,         0.051338,          0.16679,          0.26204,         0.042629,         0.057132
  141,     1,          0.18356,         0.070111,         0.037815,          0.13907,          0.21986,         0.031401,         0.034031
  141,     2,          0.27919,         0.062385,         0.072269,          0.13618,          0.20739,         0.060007,         0.060614
  141,     3,          0.24789,         0.036941,         0.070316,          0.10578,          0.15959,         0.058388,         0.059258
  141,     4,          0.27797,         0.047119,          0.07695,          0.11951,          0.18024,         0.063892,         0.064857
  142,     1,         0.080356,         0.034431,         0.015308,          0.10343,          0.15407,         0.012714,         0.014747
  142,     2,          0.19621,         0.031237,         0.054993,         0.099999,          0.14675,          0.04566,         0.046606
  142,     3,          0.29944,         0.034669,         0.088257,           0.1071,           0.1546,         0.073284,         0.073799
  142,     4,          0.28536,          0.14375,         0.047203,          0.21317,          0.31482,         0.039192,         0.039918
  143,     1,          0.38293,         0.036167,          0.11559,          0.10842,          0.15791,         0.095978,         0.096695
  143,     2,          0.44635,         0.064132,          0.12741,          0.12357,          0.21028,          0.10579,          0.12251
  143,     3,            0.252,         0.034981,         0.072338,          0.10245,           0.1553,         0.060062,         0.060075
  143,     4,          0.66332,         0.093173,          0.19005,          0.16667,          0.25345,           0.1578,          0.20332
  144,     1,          0.42422,         0.074291,          0.11664,          0.13704,          0.22632,         0.096853,          0.13902
  144,     2,          0.47121,         0.081469,          0.12991,          0.15702,            0.237,          0.10787,          0.12221
  144,     3,          0.34639,          0.03926,          0.10238,          0.10564,          0.16452,         0.085003,         0.085751
  144,     4,          0.33288,         0.036339,         0.098846,          0.10115,          0.15828,         0.082077,         0.082134
  145,     1,          0.39605,         0.083298,          0.10425,          0.15676,          0.23964,         0.086563,         0.086685
