epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, e_mae, e_rmse
   73,     1,           1.6611,          0.51598,           0.3817,          0.30641,          0.61226,          0.32535,          0.32747
   73,     2,          0.99469,          0.34222,          0.21749,          0.23905,          0.49863,          0.18538,          0.19083
   73,     3,          0.59697,          0.33514,         0.087276,          0.23623,          0.49344,          0.07439,         0.084301
   73,     4,          0.90851,           0.2022,          0.23544,          0.19212,          0.38328,          0.20068,          0.20141
   74,     1,           1.1512,          0.47854,          0.22422,          0.26915,          0.58963,          0.19112,          0.19511
   74,     2,           1.2003,          0.56806,          0.21074,          0.32108,          0.64242,          0.17963,          0.18169
   74,     3,          0.47678,          0.27211,         0.068224,          0.19976,          0.44463,         0.058147,         0.060188
   74,     4,          0.85562,          0.24208,          0.20451,          0.23124,          0.41937,          0.17432,          0.17529
   75,     1,           1.2511,          0.41267,          0.27949,          0.26426,          0.54755,          0.23823,          0.24313
   75,     2,            1.168,          0.43282,          0.24506,          0.26313,          0.56076,          0.20888,          0.20993
   75,     3,          0.65703,          0.42179,         0.078413,          0.26821,          0.55357,         0.066835,         0.092416
   75,     4,          0.42662,          0.21169,         0.071644,          0.19583,          0.39217,         0.061062,         0.070343
   76,     1,          0.98503,          0.49005,          0.16499,          0.29051,          0.59668,          0.14063,          0.16657
   76,     2,           0.3684,          0.22852,         0.046625,          0.19965,          0.40746,         0.039742,          0.04227
   76,     3,          0.89984,          0.58064,           0.1064,          0.28316,           0.6495,         0.090691,          0.11284
   76,     4,          0.51014,          0.40408,         0.035355,           0.3004,          0.54182,         0.030136,         0.035275
   77,     1,              1.2,          0.44733,          0.25089,          0.26487,          0.57008,          0.21385,           0.2148
   77,     2,           1.0501,          0.26385,          0.26207,          0.20248,          0.43783,          0.22338,          0.23037
   77,     3,           1.0756,             0.45,          0.20854,          0.27284,          0.57178,          0.17775,          0.18539
   77,     4,          0.66167,          0.51264,         0.049675,          0.32317,          0.61028,         0.042343,         0.050567
   78,     1,          0.86163,           0.5595,          0.10071,          0.31409,          0.63756,          0.08584,         0.090401
   78,     2,          0.58858,          0.19852,          0.13002,           0.1789,          0.37977,          0.11082,          0.11519
   78,     3,          0.65116,          0.41654,         0.078207,          0.27097,          0.55011,          0.06666,         0.069623
   78,     4,          0.81783,          0.60752,         0.070103,          0.30308,          0.66436,         0.059753,         0.076443
   79,     1,             1.01,          0.64839,          0.12055,          0.33138,          0.68634,          0.10275,          0.10651
   79,     2,          0.41322,          0.31964,         0.031191,          0.23191,           0.4819,         0.026585,         0.032218
   79,     3,          0.88969,          0.27296,          0.20558,          0.22751,          0.44532,          0.17523,          0.20293
   79,     4,          0.52322,          0.32999,         0.064411,          0.22346,          0.48964,         0.054901,         0.070783
   80,     1,          0.91448,          0.58933,          0.10839,          0.30719,          0.65434,         0.092382,            0.113
   80,     2,          0.38649,          0.16304,         0.074482,          0.18288,          0.34417,         0.063484,         0.069449
   80,     3,          0.65009,          0.44981,         0.066759,          0.29111,          0.57166,           0.0569,         0.059632
   80,     4,          0.66703,          0.42652,          0.08017,          0.23905,          0.55667,         0.068333,         0.070383
   81,     1,          0.63175,          0.38606,         0.081898,          0.24428,           0.5296,         0.069807,          0.07569
   81,     2,          0.74009,           0.5187,         0.073799,          0.30458,          0.61387,         0.062902,         0.075269
   81,     3,          0.52532,          0.32419,         0.067041,          0.23569,          0.48531,         0.057142,         0.074009
   81,     4,          0.60799,          0.43444,          0.05785,          0.24212,          0.56181,         0.049309,         0.056787
   82,     1,          0.85807,          0.59159,         0.088825,          0.28698,          0.65559,          0.07571,          0.08776
   82,     2,          0.63894,          0.27052,          0.12281,          0.22038,          0.44332,          0.10468,          0.10955
   82,     3,          0.50678,          0.31062,         0.065388,          0.22676,          0.47504,         0.055733,         0.071144
   82,     4,            1.021,          0.46347,          0.18583,          0.31657,          0.58027,           0.1584,           0.1596
   83,     1,          0.94757,          0.47841,          0.15639,          0.27939,          0.58955,           0.1333,          0.13743
   83,     2,          0.46444,          0.24775,         0.072229,          0.20056,          0.42426,         0.061563,         0.072509
   83,     3,           0.6024,          0.37004,         0.077452,           0.2646,           0.5185,         0.066015,         0.072902
   83,     4,           1.0401,          0.44772,          0.19745,          0.27863,          0.57033,           0.1683,          0.17024
   84,     1,           0.7252,          0.44417,         0.093678,          0.25649,          0.56806,         0.079849,         0.093765
   84,     2,          0.69261,          0.43889,         0.084574,          0.28128,          0.56468,         0.072086,         0.091632
   84,     3,          0.81686,          0.37259,          0.14809,          0.27751,          0.52028,          0.12623,          0.14652
   84,     4,          0.34172,         0.061322,         0.093468,          0.13401,          0.21107,          0.07967,         0.083691
   85,     1,          0.73696,          0.45075,         0.095404,          0.27555,          0.57226,         0.081316,          0.09007
   85,     2,          0.51112,          0.26444,         0.082226,           0.2053,          0.43832,         0.070086,         0.078353
   85,     3,          0.84203,          0.30085,           0.1804,          0.24423,          0.46752,          0.15376,          0.15527
   85,     4,           1.1735,          0.54042,          0.21102,          0.30811,           0.6266,          0.17986,          0.18806
   86,     1,          0.80013,          0.35765,          0.14749,          0.22063,          0.50974,          0.12572,          0.13831
   86,     2,           0.6701,           0.3556,          0.10483,           0.2509,          0.50828,         0.089357,         0.092747
   86,     3,          0.82196,          0.47744,          0.11484,          0.30722,          0.58896,         0.097883,          0.12309
   86,     4,          0.41616,          0.17451,         0.080551,          0.19456,          0.35606,         0.068661,         0.069019
   87,     1,          0.49943,          0.40239,         0.032347,          0.25359,          0.54069,         0.027571,         0.040539
   87,     2,          0.96837,          0.53484,          0.14451,          0.29503,          0.62335,          0.12317,          0.14555
   87,     3,          0.68291,          0.25889,          0.14134,          0.21735,          0.43369,          0.12047,          0.12479
   87,     4,          0.59016,          0.25781,          0.11078,           0.2303,          0.43279,         0.094429,          0.09445
   88,     1,          0.86758,          0.50762,          0.11999,          0.29005,          0.60728,          0.10227,          0.11324
   88,     2,           0.8843,          0.33668,          0.18254,          0.25111,          0.49458,          0.15559,          0.15814
   88,     3,          0.90234,          0.25766,          0.21489,          0.20121,          0.43266,          0.18317,          0.19382
   88,     4,           0.6855,           0.2544,           0.1437,           0.2325,          0.42991,          0.12248,          0.13114
   89,     1,           0.4702,          0.18503,         0.095057,           0.1846,          0.36664,         0.081024,         0.090756
   89,     2,           1.0578,          0.66075,          0.13235,          0.33154,          0.69285,          0.11281,           0.1421
   89,     3,          0.80655,          0.40892,          0.13255,          0.27053,          0.54505,          0.11297,          0.11588
   89,     4,          0.15114,         0.089385,         0.020584,          0.17212,          0.25483,         0.017544,          0.01903
   90,     1,          0.67314,          0.40961,         0.087843,          0.25318,          0.54552,         0.074875,         0.090564
   90,     2,           0.2867,          0.12006,         0.055546,          0.16678,          0.29534,         0.047346,         0.053179
   90,     3,          0.77689,           0.5328,         0.081364,          0.31026,          0.62216,         0.069349,         0.073949
   90,     4,          0.44359,          0.41678,         0.008934,           0.2696,          0.55027,         0.007618,        0.0092491
   91,     1,          0.68214,          0.24025,           0.1473,          0.21144,          0.41778,          0.12555,          0.13137
   91,     2,          0.79149,          0.44799,           0.1145,            0.274,           0.5705,         0.097595,          0.11248
   91,     3,          0.42484,           0.3231,         0.033915,          0.23731,           0.4845,         0.028908,         0.041952
   91,     4,           1.0528,          0.50375,          0.18301,          0.28174,          0.60496,          0.15599,          0.15945
   92,     1,           1.2556,          0.35174,          0.30128,           0.2713,          0.50551,          0.25679,          0.25719
   92,     2,           0.9011,          0.36977,          0.17711,          0.23861,          0.51831,          0.15096,          0.15846
   92,     3,           0.6362,          0.32756,          0.10288,          0.23703,          0.48783,         0.087694,          0.11424
   92,     4,          0.75306,           0.2569,          0.16539,          0.20584,          0.43202,          0.14096,          0.14176
   93,     1,           0.9306,          0.28754,          0.21435,          0.24092,          0.45706,          0.18271,          0.18587
   93,     2,          0.94346,          0.42583,          0.17254,          0.24877,          0.55622,          0.14707,          0.15765
   93,     3,          0.66281,          0.37334,         0.096491,           0.2483,           0.5208,         0.082247,         0.089134
   93,     4,          0.33886,          0.30819,         0.010223,          0.24123,          0.47318,        0.0087166,        0.0090111
   94,     1,          0.86375,          0.36885,          0.16497,           0.2743,          0.51767,          0.14061,          0.14909
   94,     2,           1.1596,          0.43317,          0.24213,          0.27624,          0.56099,          0.20638,          0.21713
   94,     3,          0.55329,          0.32201,         0.077093,          0.22984,          0.48368,          0.06571,         0.082081
   94,     4,          0.45597,          0.04664,          0.13644,          0.11319,          0.18408,           0.1163,          0.11756
   95,     1,          0.73422,          0.27846,          0.15192,          0.23439,          0.44978,          0.12949,          0.13383
   95,     2,          0.55848,          0.24415,          0.10477,          0.17876,          0.42117,         0.089306,          0.10375
   95,     3,          0.70151,          0.55964,         0.047291,          0.31286,          0.63764,         0.040306,          0.04727
   95,     4,          0.61954,          0.33606,         0.094494,          0.25775,          0.49412,         0.080544,         0.087606
   96,     1,          0.74634,          0.25367,          0.16422,           0.2067,           0.4293,          0.13998,          0.14013
   96,     2,           1.0123,          0.35109,          0.22042,          0.24746,          0.50504,          0.18787,          0.19694
   96,     3,           0.9649,          0.35855,          0.20212,          0.25092,          0.51039,          0.17228,          0.18347
   96,     4,           0.6713,          0.37335,         0.099316,           0.2581,          0.52082,         0.084656,         0.084664
   97,     1,          0.63482,          0.30634,          0.10949,          0.22806,          0.47177,         0.093325,         0.098609
   97,     2,          0.88888,          0.41586,          0.15767,          0.24486,          0.54966,          0.13439,          0.14765
   97,     3,          0.86366,          0.30069,          0.18766,          0.24674,          0.46739,          0.15995,          0.16587
   97,     4,          0.76806,          0.46535,           0.1009,           0.2681,          0.58145,         0.086006,          0.10243
   98,     1,          0.20879,          0.13975,         0.023014,          0.18093,          0.31863,         0.019615,          0.02345
   98,     2,            1.068,          0.44898,          0.20635,          0.27256,          0.57113,          0.17589,          0.17977
   98,     3,              1.3,           0.3402,          0.31995,          0.23387,          0.49716,          0.27271,          0.29508
   98,     4,           1.1108,          0.27576,          0.27834,           0.2551,           0.4476,          0.23725,          0.24456
   99,     1,          0.57482,          0.26378,          0.10368,          0.22469,          0.43776,         0.088375,         0.089155
   99,     2,          0.81871,          0.16445,          0.21809,          0.20311,          0.34565,          0.18589,          0.19234
   99,     3,           1.3023,          0.54284,          0.25315,          0.27663,            0.628,          0.21577,          0.22603
   99,     4,           1.6547,          0.43603,          0.40623,          0.30859,          0.56284,          0.34626,          0.34792
  100,     1,           1.2925,          0.17174,          0.37357,           0.1911,          0.35324,          0.31841,          0.32399
  100,     2,           1.1235,          0.31094,          0.27085,          0.25251,          0.47529,          0.23086,          0.23711
  100,     3,           1.0675,          0.41887,          0.21622,          0.24807,          0.55165,          0.18429,          0.19392
  100,     4,          0.82599,          0.64544,         0.060181,          0.34757,          0.68478,         0.051292,         0.052886
  101,     1,          0.85338,          0.25548,           0.1993,           0.2296,          0.43082,          0.16987,          0.19918
  101,     2,          0.79036,          0.44293,          0.11581,          0.27051,          0.56727,         0.098713,           0.1042
  101,     3,          0.45876,          0.26118,         0.065861,          0.23267,           0.4356,         0.056135,         0.071675
  101,     4,          0.59978,          0.41129,         0.062832,          0.22909,          0.54663,         0.053555,         0.057085
  102,     1,           0.5582,          0.35825,          0.06665,          0.26936,          0.51017,         0.056808,         0.060139
  102,     2,           0.5455,          0.41951,         0.041998,          0.25253,          0.55207,         0.035795,         0.047005
  102,     3,          0.54954,          0.43081,         0.039576,          0.25877,          0.55946,         0.033731,         0.049254
  102,     4,          0.16953,         0.077825,         0.030567,          0.16327,          0.23778,         0.026054,          0.02889
  103,     1,          0.60906,          0.37847,         0.076862,          0.25007,          0.52437,         0.065516,         0.069847
  103,     2,          0.57654,           0.4505,         0.042013,           0.2779,           0.5721,          0.03581,         0.061045
  103,     3,          0.59776,           0.3612,         0.078854,          0.25254,          0.51227,         0.067215,         0.075509
  103,     4,          0.19189,         0.077768,          0.03804,          0.15798,           0.2377,         0.032421,         0.035718
  104,     1,          0.42275,          0.33898,         0.027925,          0.25401,          0.49626,         0.023804,         0.028308
  104,     2,          0.73334,           0.4604,         0.090981,          0.28114,          0.57835,         0.077549,          0.08215
  104,     3,          0.41184,          0.29783,         0.038002,          0.22236,          0.46517,         0.032389,         0.041926
  104,     4,          0.32808,          0.18712,         0.046986,          0.18789,          0.36871,         0.040047,         0.052784
  105,     1,          0.84004,          0.61098,         0.076353,          0.31414,          0.66625,         0.065079,         0.070171
  105,     2,          0.38403,          0.30692,         0.025702,          0.26009,          0.47221,          0.02191,          0.03247
  105,     3,          0.41891,          0.22829,          0.06354,          0.20581,          0.40726,         0.054157,          0.05822
  105,     4,          0.13993,         0.058401,         0.027176,          0.13054,          0.20598,         0.023163,         0.026337
  106,     1,          0.17375,         0.074446,         0.033102,           0.1597,          0.23256,         0.028214,         0.033069
  106,     2,          0.70035,          0.48218,         0.072723,          0.30497,          0.59187,         0.061987,         0.071359
  106,     3,          0.52744,          0.36033,         0.055704,          0.23498,          0.51165,          0.04748,         0.049963
  106,     4,           0.7693,          0.43477,          0.11151,          0.27174,          0.56202,         0.095043,         0.098925
  107,     1,          0.48651,          0.21956,         0.088984,          0.19563,          0.39939,         0.075846,         0.081038
  107,     2,          0.54543,          0.28421,         0.087074,          0.21653,          0.45441,         0.074221,          0.10119
  107,     3,          0.78744,          0.48022,          0.10241,          0.29713,          0.59066,          0.08729,         0.097507
  107,     4,          0.59391,          0.25373,           0.1134,          0.23902,          0.42934,         0.096653,         0.098944
  108,     1,          0.84698,          0.26916,          0.19261,          0.20294,          0.44221,          0.16417,          0.17126
  108,     2,          0.71698,           0.2198,          0.16573,          0.19923,          0.39961,          0.14126,           0.1561
  108,     3,          0.63778,          0.29828,          0.11317,          0.24437,          0.46552,          0.09646,         0.099926
  108,     4,          0.45665,          0.40924,         0.015804,          0.30219,          0.54527,          0.01347,         0.014663
  109,     1,          0.96426,          0.40243,          0.18727,          0.26085,          0.54072,          0.15963,            0.174
  109,     2,           1.2012,          0.37178,          0.27648,           0.2444,          0.51971,          0.23566,          0.24071
  109,     3,           1.2999,          0.16175,          0.37937,          0.19366,           0.3428,          0.32336,          0.32581
  109,     4,           1.1139,          0.29215,          0.27391,          0.24167,           0.4607,          0.23347,          0.23456
  110,     1,          0.60475,          0.21358,          0.13039,          0.20209,          0.39391,          0.11114,          0.11253
  110,     2,          0.39874,          0.19259,         0.068716,          0.21213,          0.37406,         0.058573,         0.067431
  110,     3,          0.95417,           0.3722,          0.19399,          0.27405,          0.52001,          0.16535,          0.17013
  110,     4,          0.91762,          0.35505,          0.18752,           0.2121,          0.50789,          0.15984,          0.17472
  111,     1,           0.6493,          0.34894,          0.10012,          0.25511,           0.5035,         0.085339,          0.10721
  111,     2,          0.51944,          0.22288,         0.098854,          0.18086,           0.4024,         0.084259,         0.094985
  111,     3,          0.65136,          0.28942,          0.12065,          0.24545,          0.45855,          0.10283,          0.11034
  111,     4,          0.67453,          0.37244,           0.1007,          0.25885,          0.52018,         0.085831,         0.089702
  112,     1,           0.4892,          0.28851,         0.066898,          0.20435,          0.45783,         0.057018,         0.058124
  112,     2,          0.60491,           0.2875,           0.1058,          0.23062,          0.45703,         0.090185,          0.10338
  112,     3,          0.79541,          0.37198,          0.14115,          0.27434,          0.51985,          0.12031,          0.13898
  112,     4,          0.67377,          0.17088,          0.16763,          0.20555,          0.35235,          0.14288,          0.14422
  113,     1,          0.59684,          0.19854,          0.13277,          0.20621,          0.37979,          0.11317,          0.13945
  113,     2,          0.77856,          0.24803,          0.17684,          0.22499,           0.4245,          0.15074,          0.16954
  113,     3,          0.80242,          0.24819,          0.18474,          0.19881,          0.42464,          0.15747,          0.16365
  113,     4,          0.82006,          0.55102,          0.08968,           0.3338,          0.63271,         0.076439,         0.091909
  114,     1,          0.81331,          0.35389,          0.15314,          0.25597,          0.50706,          0.13053,          0.15333
  114,     2,          0.96853,          0.26214,          0.23546,          0.24568,          0.43641,           0.2007,          0.20245
  114,     3,          0.89066,           0.2755,          0.20505,          0.19838,          0.44739,          0.17478,          0.18209
  114,     4,          0.63937,          0.21267,          0.14223,           0.2091,          0.39308,          0.12123,          0.12186
  115,     1,          0.28618,         0.099644,          0.06218,          0.16514,          0.26906,         0.052996,         0.064005
  115,     2,          0.70162,          0.22533,          0.15876,          0.22299,          0.40461,          0.13532,          0.14715
  115,     3,           1.3018,          0.40582,          0.29866,          0.27358,          0.54299,          0.25457,          0.26106
  115,     4,          0.82105,          0.20607,          0.20499,          0.21978,          0.38693,          0.17472,          0.17772
  116,     1,          0.61515,          0.30699,          0.10272,          0.25951,          0.47227,         0.087553,         0.090424
  116,     2,          0.42747,          0.32122,         0.035418,          0.24166,          0.48308,         0.030186,         0.034753
  116,     3,          0.59929,          0.20201,          0.13243,          0.18463,           0.3831,          0.11287,          0.12164
  116,     4,          0.57126,          0.18604,          0.12841,          0.21284,          0.36764,          0.10945,          0.10951
  117,     1,          0.47197,          0.14677,           0.1084,          0.18995,          0.32654,         0.092398,          0.10364
  117,     2,          0.43625,          0.27267,         0.054529,          0.22239,          0.44508,          0.04648,         0.057211
  117,     3,           0.7606,          0.29989,          0.15357,          0.24249,          0.46677,           0.1309,           0.1462
  117,     4,          0.78014,          0.28029,          0.16662,          0.25505,          0.45126,          0.14202,          0.19664
  118,     1,          0.76122,          0.27297,          0.16275,           0.2388,          0.44533,          0.13872,          0.16847
  118,     2,          0.50476,          0.17353,          0.11041,          0.19143,          0.35507,         0.094107,         0.096052
  118,     3,          0.59109,          0.27754,          0.10452,          0.25524,          0.44904,         0.089085,          0.10456
  118,     4,          0.58453,          0.34744,         0.079029,          0.21135,          0.50242,          0.06736,         0.079992
  119,     1,          0.35694,          0.22578,          0.04372,          0.23026,          0.40501,         0.037268,         0.048052
  119,     2,          0.45625,          0.25666,          0.06653,          0.20873,          0.43182,         0.056709,         0.069628
  119,     3,          0.60307,          0.29878,          0.10143,          0.22801,           0.4659,         0.086456,         0.096743
  119,     4,          0.26186,          0.13282,         0.043011,          0.19554,          0.31064,         0.036663,         0.041124
  120,     1,          0.43132,          0.25239,         0.059643,          0.21785,          0.42821,         0.050838,         0.059573
  120,     2,          0.29726,          0.11472,         0.060846,          0.16189,           0.2887,         0.051861,         0.059128
  120,     3,          0.40408,          0.31161,         0.030821,          0.24016,          0.47581,          0.02627,         0.038599
  120,     4,          0.43506,          0.29705,         0.046005,          0.27301,          0.46455,         0.039207,          0.04097
  121,     1,          0.44447,           0.2555,          0.06299,          0.21447,          0.43084,         0.053692,         0.062879
  121,     2,          0.48475,          0.17657,          0.10273,          0.21067,          0.35816,         0.087559,           0.1049
  121,     3,          0.42214,          0.28482,         0.045774,          0.24358,          0.45489,         0.039017,         0.049419
  121,     4,          0.65022,          0.13088,          0.17311,          0.16566,          0.30836,          0.14756,          0.15005
  122,     1,          0.51369,          0.19564,          0.10602,          0.22247,          0.37701,         0.090366,         0.096152
  122,     2,          0.35777,          0.18835,         0.056473,          0.18273,          0.36992,         0.048134,         0.052313
  122,     3,          0.37548,          0.19304,         0.060814,          0.21771,           0.3745,         0.051838,         0.072074
  122,     4,          0.74705,          0.28977,          0.15243,          0.23327,          0.45883,          0.12992,          0.13151
  123,     1,          0.48028,          0.11277,           0.1225,           0.1725,          0.28624,          0.10441,          0.11388
  123,     2,          0.42133,          0.31188,         0.036482,          0.25449,          0.47601,         0.031094,         0.041081
  123,     3,          0.46013,           0.3076,         0.050844,          0.24374,          0.47273,         0.043337,         0.055641
  123,     4,          0.34834,          0.24896,         0.033127,          0.23201,          0.42529,         0.028233,         0.033963
  124,     1,          0.27455,          0.15598,         0.039524,          0.18687,          0.33663,         0.033686,         0.039295
  124,     2,          0.79247,          0.43555,          0.11897,           0.2943,          0.56253,          0.10141,          0.11115
  124,     3,          0.23637,          0.15485,         0.027174,          0.19452,          0.33541,         0.023161,         0.030219
  124,     4,          0.25731,          0.18139,         0.025307,          0.20039,          0.36302,         0.021568,          0.02795
  125,     1,          0.51508,          0.27949,         0.078533,          0.25478,          0.45061,          0.06694,         0.071738
  125,     2,          0.37929,          0.18586,         0.064478,           0.1999,          0.36747,         0.054958,         0.059367
  125,     3,          0.31634,          0.16233,         0.051338,          0.18626,          0.34341,         0.043758,         0.051182
  125,     4,          0.15306,          0.10815,         0.014969,          0.15431,          0.28031,          0.01276,          0.01345
  126,     1,          0.36826,          0.18634,          0.06064,           0.1969,          0.36794,         0.051685,          0.05425
  126,     2,           0.1737,          0.13057,         0.014378,          0.18624,          0.30799,         0.012257,         0.014937
  126,     3,          0.37545,          0.16527,         0.070061,          0.18664,          0.34651,         0.059717,         0.078297
  126,     4,          0.40537,          0.27464,         0.043575,           0.2628,          0.44669,          0.03714,         0.052335
  127,     1,          0.38959,           0.2341,         0.051832,          0.22979,           0.4124,         0.044178,          0.05195
  127,     2,          0.58058,           0.1148,          0.15526,          0.17195,           0.2888,          0.13234,          0.13612
  127,     3,          0.54609,          0.22734,          0.10625,          0.22456,          0.40641,         0.090563,         0.096596
  127,     4,          0.25169,         0.073794,         0.059299,          0.14153,          0.23154,         0.050541,         0.050541
  128,     1,          0.80792,          0.20819,          0.19991,          0.21889,          0.38891,          0.17039,          0.17958
  128,     2,          0.94027,         0.094796,          0.28183,          0.15169,          0.26243,          0.24022,          0.24151
  128,     3,          0.97853,          0.16354,          0.27166,          0.20662,           0.3447,          0.23156,          0.23393
  128,     4,          0.65576,           0.1487,          0.16902,          0.17564,          0.32868,          0.14407,          0.14491
  129,     1,          0.52906,           0.1922,          0.11229,          0.21869,          0.37368,         0.095709,          0.11351
  129,     2,          0.50162,          0.17492,           0.1089,          0.18051,          0.35648,         0.092825,         0.095418
  129,     3,          0.62918,           0.2098,          0.13979,          0.21389,          0.39041,          0.11916,          0.14987
  129,     4,          0.61922,          0.15071,          0.15617,           0.1972,          0.33089,          0.13311,          0.14778
  130,     1,          0.40961,          0.21489,         0.064907,           0.2281,          0.39512,         0.055325,         0.065662
  130,     2,          0.87635,          0.10436,          0.25733,          0.15444,          0.27535,          0.21934,          0.22048
  130,     3,           1.1787,          0.14893,          0.34325,          0.18396,          0.32894,          0.29258,          0.29343
  130,     4,           1.1044,          0.16593,          0.31284,          0.20805,           0.3472,          0.26665,          0.26685
  131,     1,          0.81568,          0.09728,          0.23947,          0.15977,          0.26585,          0.20411,          0.20633
  131,     2,           0.4706,          0.19374,         0.092287,          0.22724,          0.37517,         0.078661,         0.093728
  131,     3,          0.55713,          0.10725,          0.14996,          0.15668,          0.27914,          0.12782,          0.12902
  131,     4,          0.95068,          0.50169,          0.14966,          0.28444,          0.60373,          0.12757,          0.12759
  132,     1,          0.99268,          0.34242,          0.21675,          0.23882,          0.49877,          0.18475,          0.18835
  132,     2,           1.0056,          0.12843,          0.29238,          0.16988,          0.30547,          0.24921,          0.26797
  132,     3,          0.86983,          0.16079,          0.23635,          0.18785,          0.34178,          0.20145,           0.2263
  132,     4,          0.87575,          0.29002,          0.19524,          0.27404,          0.45903,          0.16642,          0.22075
  133,     1,          0.73875,          0.11939,          0.20645,          0.19066,          0.29452,          0.17597,          0.19209
  133,     2,          0.75936,          0.18419,          0.19172,          0.19315,          0.36581,          0.16342,          0.16526
  133,     3,          0.96685,           0.2392,          0.24255,          0.22045,          0.41687,          0.20674,          0.20852
  133,     4,          0.91561,           0.2526,            0.221,          0.23392,          0.42839,          0.18838,          0.19123
  134,     1,          0.68335,          0.19568,          0.16256,          0.20556,          0.37704,          0.13856,          0.14964
  134,     2,          0.46162,          0.21332,         0.082767,          0.19941,          0.39367,         0.070547,         0.086941
  134,     3,          0.17829,         0.082871,         0.031805,            0.156,          0.24537,         0.027109,         0.035406
  134,     4,          0.49452,          0.33022,         0.054768,           0.2808,           0.4898,          0.04668,         0.051788
  135,     1,           0.4598,          0.28136,         0.059481,          0.24015,          0.45212,         0.050699,         0.054383
  135,     2,          0.25072,          0.11726,         0.044487,          0.17145,          0.29188,         0.037916,          0.05172
  135,     3,          0.42112,          0.19761,         0.074503,          0.20033,           0.3789,         0.063505,         0.077782
  135,     4,          0.38031,          0.10309,         0.092407,          0.16388,          0.27367,         0.078762,         0.091058
  136,     1,          0.18989,         0.091398,         0.032831,          0.15802,          0.25769,         0.027985,         0.035618
  136,     2,          0.25658,          0.19352,         0.021019,          0.18881,          0.37496,         0.017914,         0.024965
  136,     3,          0.29857,           0.1713,         0.042425,          0.20643,          0.35278,         0.036161,         0.040473
  136,     4,           0.6179,          0.41566,         0.067413,            0.293,          0.54953,         0.057461,         0.057529
  137,     1,          0.23218,          0.16519,         0.022327,          0.18129,          0.34643,         0.019032,         0.026841
  137,     2,          0.23963,           0.1205,         0.039711,          0.17399,          0.29588,          0.03385,         0.041007
  137,     3,          0.39364,          0.29858,         0.031687,          0.24719,          0.46575,         0.027008,         0.033618
  137,     4,          0.33647,          0.19234,         0.048042,          0.20557,          0.37381,         0.040947,         0.041072
  138,     1,          0.42592,          0.25185,         0.058023,          0.23906,          0.42776,         0.049458,         0.050576
  138,     2,          0.32982,           0.1223,         0.069172,          0.15474,          0.29808,         0.058958,         0.067954
  138,     3,          0.30047,         0.099034,         0.067146,          0.16375,          0.26823,         0.057232,         0.064279
  138,     4,          0.58511,          0.22723,          0.11929,          0.22297,          0.40631,          0.10168,           0.1049
  139,     1,          0.21253,          0.13623,         0.025434,          0.17305,           0.3146,         0.021679,         0.023764
  139,     2,          0.37852,          0.15973,         0.072929,          0.18509,          0.34065,         0.062162,         0.066966
  139,     3,          0.28027,           0.1727,         0.035858,          0.20457,          0.35422,         0.030561,         0.042168
  139,     4,          0.25553,         0.077745,         0.059261,          0.15343,          0.23766,          0.05051,         0.053713
  140,     1,          0.24396,          0.11718,         0.042261,          0.16408,          0.29178,          0.03602,         0.044628
  140,     2,           0.1884,          0.11848,         0.023306,          0.17932,          0.29339,         0.019869,         0.020974
  140,     3,          0.16424,          0.10166,         0.020863,          0.16893,          0.27176,          0.01778,         0.020433
  140,     4,          0.48773,          0.34345,         0.048096,          0.26383,          0.49952,         0.040989,         0.043573
  141,     1,          0.13571,         0.086446,          0.01642,          0.16092,          0.25061,         0.013998,         0.019925
  141,     2,           0.3171,          0.19584,         0.040419,          0.19983,           0.3772,         0.034452,         0.036035
  141,     3,          0.35093,          0.13314,         0.072599,          0.19492,          0.31101,          0.06188,         0.078548
  141,     4,          0.23984,          0.13181,         0.036011,            0.179,          0.30946,         0.030697,         0.031863
  142,     1,          0.34388,          0.17496,         0.056305,           0.1987,          0.35653,         0.047991,         0.052462
  142,     2,          0.19931,          0.12597,         0.024448,          0.18447,          0.30252,          0.02084,         0.023338
  142,     3,          0.15073,         0.079035,         0.023899,          0.13898,          0.23962,         0.020369,         0.024968
  142,     4,          0.25302,         0.086357,         0.055553,          0.16822,          0.25048,         0.047352,         0.052796
  143,     1,          0.21593,          0.11587,         0.033356,           0.1708,          0.29014,         0.028431,         0.036385
  143,     2,          0.23186,           0.1561,         0.025253,           0.1781,          0.33676,         0.021524,         0.022563
  143,     3,          0.29603,         0.094743,         0.067095,          0.16607,          0.26236,          0.05719,         0.063246
  143,     4,          0.23416,          0.09302,         0.047047,          0.16252,          0.25996,         0.040096,         0.048933
  144,     1,          0.33595,         0.094842,          0.08037,          0.16436,           0.2625,         0.068504,         0.083185
  144,     2,          0.34589,            0.142,         0.067961,            0.164,           0.3212,         0.057928,         0.085908
  144,     3,          0.18197,          0.10704,         0.024977,          0.16855,          0.27887,          0.02129,         0.031936
  144,     4,          0.40967,          0.13912,         0.090183,          0.19845,          0.31792,         0.076866,         0.085747
  145,     1,          0.33698,          0.10677,         0.076738,          0.16519,          0.27851,         0.065405,         0.070259
  145,     2,          0.28572,         0.062178,         0.074512,          0.14078,          0.21254,         0.063511,         0.064981
  145,     3,          0.31725,          0.16646,         0.050261,          0.19986,          0.34776,         0.042839,         0.059463
